,clockTime,sprite,x,y,touching,block,keysDown,variables,stageVariables
0,0.005,Bananas,173,58,[],event_whenflagclicked,[],{},"{'Punkte': 0, 'Zeit': 29}"
1,0.01,Bananas,173,58,[],looks_hide,[],{},"{'Punkte': 0, 'Zeit': 29}"
2,0.011,Bananas,173,58,[],looks_setsizeto{math_number(NUM:50)},[],{},"{'Punkte': 0, 'Zeit': 29}"
3,0.013,Bananas,-91,62,[],motion_goto{motion_goto_menu(TO:_random_)},[],{},"{'Punkte': 0, 'Zeit': 29}"
4,0.015,Bananas,-91,170,[],motion_sety{math_number(NUM:170)},[],{},"{'Punkte': 0, 'Zeit': 29}"
5,0.015,Apple,-124,-60,[],event_whenflagclicked,[],{},"{'Punkte': 0, 'Zeit': 29}"
6,0.017,Apple,-124,-60,[],looks_setsizeto{math_number(NUM:50)},[],{},"{'Punkte': 0, 'Zeit': 29}"
7,0.017,Apple,72,-94,[],motion_goto{motion_goto_menu(TO:_random_)},[],{},"{'Punkte': 0, 'Zeit': 29}"
8,0.018,Apple,72,170,[],motion_sety{math_number(NUM:170)},[],{},"{'Punkte': 0, 'Zeit': 29}"
9,0.021,Apple,72,165,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
10,0.022,Apple,72,165,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
11,0.036,Apple,72,165,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
12,0.037,Bowl,0,-145,[],event_whenflagclicked,[],{},"{'Punkte': 0, 'Zeit': 29}"
13,0.038,Bowl,0,-145,[],motion_gotoxy{math_number(NUM:0)math_number(NUM:-145)},[],{},"{'Punkte': 0, 'Zeit': 29}"
14,0.039,Stage,0,0,"['Bowl', 'Apple']",event_whenflagclicked,[],"{'Punkte': 0, 'Zeit': 29}","{'Punkte': 0, 'Zeit': 29}"
15,0.04,Stage,0,0,"['Bowl', 'Apple']",data_setvariableto(VARIABLE:Zeit){text(TEXT:30)},[],"{'Punkte': 0, 'Zeit': '30'}","{'Punkte': 0, 'Zeit': '30'}"
16,0.041,Stage,0,0,"['Bowl', 'Apple']",data_setvariableto(VARIABLE:Punkte){text(TEXT:0)},[],"{'Punkte': 0, 'Zeit': '30'}","{'Punkte': 0, 'Zeit': '30'}"
17,0.053,Apple,72,160,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
18,0.054,Apple,72,160,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
19,0.06,Apple,72,160,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
20,0.06,Bowl,0,-145,[],control_wait_until{operator_equals{OPERAND1OPERAND2}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
21,0.061,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
22,0.062,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
23,0.087,Apple,72,155,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
24,0.088,Apple,72,155,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
25,0.091,Apple,72,155,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
26,0.091,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
27,0.091,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
28,0.119,Apple,72,150,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
29,0.121,Apple,72,150,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
30,0.122,Apple,72,150,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
31,0.123,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
32,0.123,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
33,0.153,Apple,72,145,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
34,0.154,Apple,72,145,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
35,0.155,Apple,72,145,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
36,0.155,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
37,0.156,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
38,0.189,Apple,72,140,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
39,0.191,Apple,72,140,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
40,0.196,Apple,72,140,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
41,0.197,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
42,0.198,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
43,0.225,Apple,72,135,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
44,0.227,Apple,72,135,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
45,0.229,Apple,72,135,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
46,0.229,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
47,0.23,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
48,0.258,Apple,72,130,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
49,0.258,Apple,72,130,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
50,0.26,Apple,72,130,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
51,0.26,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
52,0.26,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
53,0.29,Apple,72,125,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
54,0.291,Apple,72,125,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
55,0.292,Apple,72,125,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
56,0.293,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
57,0.293,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
58,0.325,Apple,72,120,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
59,0.326,Apple,72,120,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
60,0.327,Apple,72,120,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
61,0.327,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
62,0.327,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
63,0.358,Apple,72,115,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
64,0.359,Apple,72,115,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
65,0.36,Apple,72,115,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
66,0.36,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
67,0.36,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
68,0.391,Apple,72,110,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
69,0.393,Apple,72,110,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
70,0.393,Apple,72,110,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
71,0.394,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
72,0.395,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
73,0.424,Apple,72,105,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
74,0.425,Apple,72,105,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
75,0.427,Apple,72,105,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
76,0.428,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
77,0.428,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
78,0.458,Apple,72,100,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
79,0.459,Apple,72,100,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
80,0.46,Apple,72,100,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
81,0.46,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
82,0.461,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
83,0.491,Apple,72,95,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
84,0.493,Apple,72,95,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
85,0.494,Apple,72,95,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
86,0.494,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
87,0.495,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
88,0.524,Apple,72,90,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
89,0.525,Apple,72,90,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
90,0.527,Apple,72,90,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
91,0.527,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
92,0.527,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
93,0.557,Apple,72,85,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
94,0.557,Apple,72,85,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
95,0.558,Apple,72,85,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
96,0.56,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
97,0.56,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
98,0.59,Apple,72,80,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
99,0.591,Apple,72,80,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
100,0.592,Apple,72,80,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
101,0.593,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
102,0.594,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
103,0.623,Apple,72,75,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
104,0.624,Apple,72,75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
105,0.626,Apple,72,75,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
106,0.626,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
107,0.626,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
108,0.656,Apple,72,70,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
109,0.658,Apple,72,70,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
110,0.66,Apple,72,70,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
111,0.66,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
112,0.661,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
113,0.69,Apple,72,65,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
114,0.69,Apple,72,65,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
115,0.692,Apple,72,65,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
116,0.692,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
117,0.693,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
118,0.723,Apple,72,60,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
119,0.723,Apple,72,60,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
120,0.724,Apple,72,60,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
121,0.725,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
122,0.725,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
123,0.756,Apple,72,55,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
124,0.756,Apple,72,55,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
125,0.758,Apple,72,55,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
126,0.759,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
127,0.76,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
128,0.789,Apple,72,50,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
129,0.79,Apple,72,50,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
130,0.791,Apple,72,50,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
131,0.792,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
132,0.792,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
133,0.822,Apple,72,45,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
134,0.823,Apple,72,45,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
135,0.825,Apple,72,45,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
136,0.825,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
137,0.826,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
138,0.855,Apple,72,40,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
139,0.856,Apple,72,40,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
140,0.857,Apple,72,40,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
141,0.859,Bowl,10,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
142,0.859,Bowl,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
143,0.859,Bowl,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
144,0.889,Apple,72,35,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
145,0.889,Apple,72,35,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
146,0.891,Apple,72,35,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
147,0.892,Bowl,20,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
148,0.892,Bowl,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
149,0.892,Bowl,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
150,0.922,Apple,72,30,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
151,0.922,Apple,72,30,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
152,0.924,Apple,72,30,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
153,0.925,Bowl,30,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
154,0.926,Bowl,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
155,0.927,Bowl,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
156,0.955,Apple,72,25,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
157,0.955,Apple,72,25,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
158,0.958,Apple,72,25,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
159,0.958,Bowl,40,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
160,0.959,Bowl,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
161,0.959,Bowl,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
162,0.988,Apple,72,20,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
163,0.989,Apple,72,20,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
164,0.991,Apple,72,20,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
165,0.993,Bowl,50,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
166,0.993,Bowl,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
167,0.993,Bowl,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
168,1.022,Bananas,-91,170,[],looks_show,['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
169,1.022,Bananas,-91,163,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
170,1.023,Bananas,-91,163,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
171,1.025,Bananas,-91,163,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
172,1.025,Apple,72,15,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
173,1.026,Apple,72,15,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
174,1.028,Apple,72,15,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
175,1.028,Bowl,60,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
176,1.029,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
177,1.029,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 0, 'Zeit': '30'}"
178,1.054,Bananas,-91,163,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': '30'}"
179,1.055,Bananas,-91,156,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
180,1.055,Bananas,-91,156,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
181,1.057,Bananas,-91,156,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
182,1.061,Apple,72,10,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': '30'}"
183,1.061,Apple,72,10,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
184,1.063,Apple,72,10,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
185,1.065,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
186,1.065,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': '30'}"
187,1.065,Stage,0,0,"['Bowl', 'Apple', 'Bananas']",data_changevariableby(VARIABLE:Zeit){math_number(NUM:-1)},[],"{'Punkte': 0, 'Zeit': 29}","{'Punkte': 0, 'Zeit': 29}"
188,1.087,Bananas,-91,156,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
189,1.087,Bananas,-91,149,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
190,1.088,Bananas,-91,149,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
191,1.091,Bananas,-91,149,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
192,1.092,Apple,72,5,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
193,1.092,Apple,72,5,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
194,1.092,Apple,72,5,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
195,1.093,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
196,1.093,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
197,1.121,Bananas,-91,149,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
198,1.122,Bananas,-91,142,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
199,1.122,Bananas,-91,142,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
200,1.124,Bananas,-91,142,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
201,1.124,Apple,72,0,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
